
media_id	user_id	comment_text	comment_type	comment_created_at	comment_like_count
2541615408733007845_6323132732	7771841246	Барма в педагогике на этот грант	0	1617709185	0
2541358352096801554_6323132732	18019125649	Будет ли первый курс тоже онлайн?	0	1617326530	0
2540082106087950034_6323132732	2876567698	Да благословит вас Всевышний Аллах 🤲😢	0	1617022187	0
2540082106087950034_6323132732	6787012473	😢😢😢Будь верен!	0	1617022446	0
2540082106087950034_6323132732	224666062	Я не могу в это поверить😭 Великий человек, да будет твоя душа на небесах	0	1617022615	1
2540082106087950034_6323132732	1180809963	Верь 😢😢😢	0	1617026066	0
2540082106087950034_6323132732	3946019428	Верь 🙏🙏🙏	0	1617028694	0
2540082106087950034_6323132732	1653910243	Иметь веру!	0	1617029113	0
2540082106087950034_6323132732	2977360151	Да пребудет его душа в раю	0	1617029584	0
2540082106087950034_6323132732	4897073981	Иметь веру	0	1617039769	0
2540082106087950034_6323132732	8406832734	Иметь веру	0	1617044324	0
2540082106087950034_6323132732	20191689514	Иметь веру	0	1617055735	0
2540082106087950034_6323132732	1768735303	Иметь веру!	0	1617088527	1
2540082106087950034_6323132732	256107834	Верь	0	1617105158	0
2540082106087950034_6323132732	6341906955	Свет и вечная память🤲🤲🤲	0	1617109039	0
2537910369556381309_6323132732	24801354561	Подскажите, когда откроется университет	0	1616767729	0
2537910369556381309_6323132732	12066255765	Отличная возможность для наших студентов!	0	1616768557	0
2537910369556381309_6323132732	3263648981	Доброго времени суток, преподаватели Есеновского университета! Canvas не работает у 70% студентов, и вы уже закрыли доступ к нему.Можно немного отнестись с пониманием, пожалуйста!	0	1616841303	0
2536568240469062559_6323132732	12279489746	Умная Лаура великолепна 👏🔥	0	1616604398	1
2536568240469062559_6323132732	4018624545	Барекельды Есенов, пусть молодежь развивается 👍	0	1616605267	0
2536568240469062559_6323132732	34491363076	🔥	0	1616605425	0
2536568240469062559_6323132732	8504506107	👍👍	0	1616624825	0
2535856474995908209_6323132732	7159856619	быть вместе 🤲🏼	0	1616530459	0
2532951493547653370_6323132732	6823272750	Парень, выигравший кубок @zh__meirbek nau kutty bosn🔥👏	0	1616182520	0
2532036963762003713_6323132732	2016218558	Молодец, девочка👏👏👏 Желаю творческих успехов !!!	0	1616076624	0
2531540558476881854_6323132732	5627545954	Будь счастлив😍	0	1616003446	3
2531540558476881854_6323132732	2977360151	Шалость	0	1616003447	13
2531540558476881854_6323132732	3152829623	Студенты первого курса😍👏👏	0	1616003666	5
2531540558476881854_6323132732	2176988825	Молодцы👏 Будь счастлив! 😍	0	1616003868	2
2531540558476881854_6323132732	2176988825	В какой момент я убедился, что Есенов - это бюро знакомств	0	1616003901	18
2531540558476881854_6323132732	45126972730	Рынка нет🔥🔥	0	1616003988	1
2531540558476881854_6323132732	3918497066	❤️❤️❤️❤️	0	1616004209	1
2531540558476881854_6323132732	3881377742	😍😍😍	0	1616005058	0
2531540558476881854_6323132732	4011118964	Это была такая шутка?	0	1616005346	4
2531540558476881854_6323132732	4141821366	😍😍😍	0	1616005666	0
2531540558476881854_6323132732	3623136122	молодые люди не спят 😂	0	1616006225	3
2531540558476881854_6323132732	30874511772	Nifigaa sebe😮	0	1616006235	1
2531540558476881854_6323132732	6323132732	🔥🔥🔥	0	1616006507	3
2531540558476881854_6323132732	14253152010	@_talantuly_ в каком предложении? Руки сердца	2	1616007199	0
2531540558476881854_6323132732	3623136122	@ _temir1an1 хайп дисн гой)	2	1616007241	0
2531540558476881854_6323132732	5507304809	@ asel_turmasheva10 Черт, что здесь происходит?	0	1616008125	0
2531540558476881854_6323132732	4283290831	И встречались ли они вообще?	0	1616008672	1
2531540558476881854_6323132732	1564824182	Почему ты стоишь на коленях?	0	1616009224	3
2531540558476881854_6323132732	798373756	Я в шоке😢😮	0	1616009632	0
2531540558476881854_6323132732	43648260634	Поверьте, шалость в конце	0	1616009664	2
2531540558476881854_6323132732	43648260634	@raizhanaa да😂	2	1616009680	0
2531540558476881854_6323132732	7015331468	😆😆😆	0	1616009908	0
2531540558476881854_6323132732	8612938480	@iamerey_ просто это была шутка, чувак	2	1616010224	0
2531540558476881854_6323132732	2189928934	@raizhanaa нет	2	1616010284	0
2531540558476881854_6323132732	1705947283	@iamerey_ 😂 О чем ты говоришь? Я не ходил туда 😈	2	1616011973	0
2531540558476881854_6323132732	5507304809	@ asel_turmasheva10 😂😂	2	1616012815	0
2531540558476881854_6323132732	1467494098	@ a.nazzarova как можно не жениться после этой тети🤣	0	1616041159	2
2531540558476881854_6323132732	1653585308	@iamerey_ да, это была шутка	2	1616041875	0
2531540558476881854_6323132732	4835409067	Мы были КАЗАХАМИ, которые не преклоняли колени перед врагом. Перестанем подражать парням	0	1616046490	7
2531540558476881854_6323132732	5743802208	Шутка 😃	0	1616048939	0
2531540558476881854_6323132732	5507304809	@imantayevqz 😄😄😄	2	1616057722	0
2531540558476881854_6323132732	3532564433	Мать дважды ударила ребенка ногой по голове	0	1616074803	0
2531540558476881854_6323132732	42794555224	Теперь я хочу от тебя все больше и больше 😂😍	0	1617856872	0
2531540558476881854_6323132732	8899261071	@bakytbkk нет, нет	2	1617972162	0
2531374582362884996_6323132732	1502624251	У меня даже нет времени ждать 40 минут 😢😢	0	1615983616	1
2531374582362884996_6323132732	5818147128	Желаю удачи, когда у тебя будет возможность поехать	0	1615984102	0
2531374582362884996_6323132732	1659236978	Удачи всем участникам! 👏	0	1615984717	1
2529884437257168853_6323132732	31513687808	👏👏	0	1615805990	0
2528945641530468352_6323132732	2093004927	🤝🏼 С Новым годом!	0	1615705783	1
2528945641530468352_6323132732	21717688850	🙌С Новым годом	0	1615706523	0
2527566057288476888_6323132732	45639988497	Я	0	1615569855	0
2527566057288476888_6323132732	45639988497	Ты умеешь читать по олову?	0	1615569877	0
2526962464389712077_6323132732	7383326686	Вам нужно бронировать заранее?)	0	1615465775	0
2526962464389712077_6323132732	6413069834	👏👏👏	0	1615485970	0
2526962464389712077_6323132732	11638529503	Студентам не разрешено посещать	0	1615494417	0
2526962464389712077_6323132732	3691093759	Привет @ aralbay.kz. Среди учителей и сотрудников	2	1615606020	0
2526924807052767238_6323132732	991725234	@nurqenzie ❤️	0	1615454440	1
2526924807052767238_6323132732	7984464191	❤️❤️❤️	0	1615454926	0
2526924807052767238_6323132732	1320143598	@ zhu.zharas 🤍	2	1615455412	0
2525536964333170574_6323132732	6323132732	Когда вы просто разблокировали телефон, чтобы посмотреть погоду, и проснулись в 2 часа ночи, зеленая альпака из Instagram. Давайте рассмотрим 5 советов, как избежать цифровой прокрастинации и перейти в режим детоксикации. ⠀ ✔️ Отключить уведомления во всех приложениях Позвольте себе не беспокоить свежие лайки и новые сообщения прямо или в ВК. Не отвечать на сообщения в одну и ту же минуту - это нормально! ⠀ ✔️ Запланируйте детокс, например, вечером после пары часов без гаджетов, и так каждый день по расписанию. Заранее продумайте, что вы возьмете в долг, чтобы рука не тянулась к телефону. ⠀ ✔️Делай гаджеты из поля зрения Пусть университетский телефон на день будет в сумке, а дома - на дальней полке с книгами. ⠀ ✔️ Ищите причины «забыть телефон». Ничего не произойдет, если вы пойдете в магазин, на прогулку с собакой (или без нее) или на обед без телефона. Вы даете себе +30 минут в реальной жизни. ⠀ ✔️Не кладите телефон рядом с подушкой Чехол не вреден, хотя и вреден. Яркий свет на экране перед кроватью нарушает выработку «гормона сна» мелатонина. ⠀ Делитесь советами в комментариях.	0	1615287497	0
2525536964333170574_6323132732	6092371956	@ amalyaaa.d Еще я сказал что она известна схахахааххаахаххахахаха	0	1615288444	1
2524970828643190619_6323132732	1163861785	Удачи	0	1615232948	0
2524970828643190619_6323132732	25504919083	Куштии	0	1615272912	0
2523394384279464085_6323132732	3107786508	@_zhumazhanai @zhedelbayev_ удачи, ребята😍😍😍 пожалуйста, докажите 😅😅	0	1615032314	2
2523394384279464085_6323132732	10400346658	@ balapan4k 🔥🔥🔥	0	1615032439	2
2523394384279464085_6323132732	10400346658	😍😍😍	0	1615032444	1
2523394384279464085_6323132732	3190284702	@lashinsaulebaeva кудри	2	1615032465	0
2523394384279464085_6323132732	3232970550	@ balapan4k 🔥🔥🔥	0	1615032485	1
2523394384279464085_6323132732	3232970550	Прохладный !!!	0	1615032490	1
2523394384279464085_6323132732	1771955334	@ balapan4k 🔥👏😍😍	0	1615032572	2
2523394384279464085_6323132732	1952182538	Ромааа	0	1615032763	1
2523394384279464085_6323132732	1952182538	@zhedelbayev_ 🔥🔥🔥	0	1615032773	1
2523394384279464085_6323132732	1967540135	@ balapan4k 🔥🔥🔥	0	1615032773	2
2523394384279464085_6323132732	1952182538	@zhedelbayev_ 😍😍😍	0	1615032779	1
2523394384279464085_6323132732	3699356086	😍😍😍😍😍	0	1615032779	1
2523394384279464085_6323132732	3699356086	@ trillioner.t 😍😍😍😍	0	1615032793	1
2523394384279464085_6323132732	7140994745	@ balapan4k 🙌🙌	0	1615032793	2
2523394384279464085_6323132732	1585855443	@ balapan4k 🔥🔥🔥	0	1615032860	3
2523394384279464085_6323132732	16331037187	@ balapan4k udachiiiii💓💓💓	0	1615033158	2
2523394384279464085_6323132732	16331037187	@ trillioner.t zhaaaarrrr🔥	0	1615033203	1
2523394384279464085_6323132732	16331037187	@ balapan4k @ trillioner.t жыртасындар полюбому💓	0	1615033226	1
2523394384279464085_6323132732	8953342266	@_zhumazhanai удачи) 😍	0	1615033405	0
2523394384279464085_6323132732	33848033209	триллионер 😻😻😻😂😂	0	1615033612	0
2523394384279464085_6323132732	12130422204	@ balapan4k 🔥🔥👏	0	1615033645	1
2523394384279464085_6323132732	4765090544	ADIL😍😍😍	0	1615033830	1
2523394384279464085_6323132732	3190284702	@kurpebaeva_nazerke_ спасибо	2	1615033831	0
2523394384279464085_6323132732	7967069996	Адиил @ balapan4k topi	0	1615033964	1
2523394384279464085_6323132732	44445550196	Я всегда с гордостью говорю своим будущим ученикам, что мой сын Рамадан - ваш ученик ❤️	0	1615034102	0
2523394384279464085_6323132732	4031381728	Тимошо	0	1615034110	0
2523394384279464085_6323132732	7165244623	@zhedelbayev_ detach🔥🔥	0	1615034185	1
2523394384279464085_6323132732	4036940428	@_zhumazhanai udachi👍🏼😉	0	1615034223	0
2523394384279464085_6323132732	4361059154	Удачи Рамадан	0	1615034373	0
2523394384279464085_6323132732	10124071448	3️⃣🔥🔥🔥	0	1615034378	0
2523394384279464085_6323132732	3662294880	Удачи, Рамадан.	0	1615034479	0
2523394384279464085_6323132732	5720670417	3️⃣😍😍🔥	0	1615034493	1
2523394384279464085_6323132732	2293589101	Удачи в Рамадане	0	1615034501	0
2523394384279464085_6323132732	12175173550	@_zhumazhanai sattilik он брат🙌✊	0	1615034542	1
2523394384279464085_6323132732	3190284702	@aineellaa спасибо	2	1615034567	0
2523394384279464085_6323132732	3238032070	Удачи, Рамадан 👍	0	1615034571	1
2523394384279464085_6323132732	3190284702	@ zhumabay_707 спасибо	2	1615034572	0
2523394384279464085_6323132732	1640986152	Рамадан, удачи 👏👏👏	0	1615034660	0
2523394384279464085_6323132732	3508590353	3	0	1615034672	0
2523394384279464085_6323132732	10264868357	Первыми считаются 2-3-4 блюда😁	0	1615034680	0
2523394384279464085_6323132732	3508590353	Хорошо, Рамадан.	0	1615034757	0
2523394384279464085_6323132732	2212069073	Удачи, Рамадан! 👍	0	1615034797	0
2523394384279464085_6323132732	10124071448	3️⃣Разаман молодецц🔥🔥🔥	0	1615034806	0
2523394384279464085_6323132732	13600389749	@ balapan4k 👏👏👏	0	1615034824	1
2523394384279464085_6323132732	1952614322	5	0	1615034854	0
2523394384279464085_6323132732	1952614322	Адиль	0	1615034861	1
2523394384279464085_6323132732	1952614322	@ balapan4k 🔥	0	1615034871	1
2523394384279464085_6323132732	8428437558	Желаю удачи Рамадан	0	1615034956	0
2523394384279464085_6323132732	5918844387	Все еще в той же одежде (потеет, потеет)	0	1615034998	1
2523394384279464085_6323132732	10203811661	@ balapan4k 🙌🙌удачи	0	1615035001	2
2523394384279464085_6323132732	13098308373	@zhedelbayev_ Удачи ❤️😘	0	1615035050	1
2523394384279464085_6323132732	3548697538	@_zhumazhanai @zhedelbayev_ Удачи❤️👏	0	1615035058	1
2523394384279464085_6323132732	3321500184	@_algyt_	0	1615035126	0
2523394384279464085_6323132732	30366203230	@zhedelbayev_ 😍😍👏	0	1615035154	0
2523394384279464085_6323132732	6199187340	Рамадан, вы были одним из добрых и увлеченных учеников, удачи в любое время.	0	1615035175	0
2523394384279464085_6323132732	30434206537	Удачи	0	1615035284	0
2523394384279464085_6323132732	5776889552	Пусть Рамадан будет твоим лучшим другом	0	1615035456	1
2523394384279464085_6323132732	3190284702	@ mukhambet0va спасибо	2	1615035500	0
2523394384279464085_6323132732	5776889552	Пусть талантливый юноша номер 3 будет его лучшим другом	0	1615035544	1
2523394384279464085_6323132732	36250108988	@ balapan4k Удачи	0	1615035579	0
2523394384279464085_6323132732	7867440901	@_algyt_ 🔥🔥🔥🔥🔥🔥	0	1615035600	0
2523394384279464085_6323132732	26417297651	@_algyt_	0	1615035752	0
2523394384279464085_6323132732	26417297651	@_algyt_	0	1615035755	0
2523394384279464085_6323132732	10238653120	@ balapan4k, delai ✊🏿	0	1615035765	0
2523394384279464085_6323132732	26417297651	Алгырт 🔥	0	1615035765	0
2523394384279464085_6323132732	4699571666	@_algyt_ ашшшшшшш😍😍😍😍	0	1615035948	0
2523394384279464085_6323132732	2257157749	Рамадан, удачи! Вперед!	0	1615036202	0
2523394384279464085_6323132732	908414197	🔥🔥🔥 @ trillioner.t	0	1615036237	0
2523394384279464085_6323132732	4203639535	Рамадан, удачи!	0	1615036552	0
2523394384279464085_6323132732	1642173278	@_zhumazhanai ❤️	0	1615036620	1
2523394384279464085_6323132732	36790495352	@_zhumazhanai 🔥🔥🔥🔥	0	1615036975	1
2523394384279464085_6323132732	5197819559	@_algyt_ 🔥🔥	0	1615037035	0
2523394384279464085_6323132732	40882553745	Рамадан только вперед	0	1615037297	0
2523394384279464085_6323132732	6723836938	@_zhumazhanai ❤❤❤	0	1615037886	0
2523394384279464085_6323132732	6723836938	@_zhumazhanai 😘😘😘😘	0	1615037900	1
2523394384279464085_6323132732	6723836938	@_zhumazhanai 🔥🔥🔥🔥	0	1615037911	1
2523394384279464085_6323132732	40493524138	Жедельбаев Рамазан, дитя мое, ладно, пусть достигнуты твои цели, мы тобой гордимся, удачи!	0	1615038376	0
2523394384279464085_6323132732	7266027529	Алгырт 🔥	0	1615039553	0
2523394384279464085_6323132732	8060903725	@_algyt_ 🔥😍	0	1615040344	0
2523394384279464085_6323132732	5673497738	@ balapan4k полюбому	0	1615040406	1
2523394384279464085_6323132732	8060903725	@_algyt_ 🙌🔥	0	1615040407	0
2523394384279464085_6323132732	2421948487	Желаю удачи всем нам	0	1615040559	0
2523394384279464085_6323132732	3005166603	@zhedelbayev_ Удачи, брат	0	1615040645	1
2523394384279464085_6323132732	34386201329	Номер 3 Рамадан, удачи. Мы верим вам	0	1615040646	0
2523394384279464085_6323132732	31460742490	@_algyt_ 🔥🔥🔥🔥	0	1615040707	0
2523394384279464085_6323132732	31460742490	@_algyt_ 👏👏👏👏	0	1615040715	0
2523394384279464085_6323132732	31460742490	@_algyt_ 🙌	0	1615040726	0
2523394384279464085_6323132732	31460742490	@_algyt_ 😍😍	0	1615040733	0
2523394384279464085_6323132732	11106504559	@_algyt_ айғыыыр🐎	0	1615040834	0
2523394384279464085_6323132732	5677168682	Удачи, Рамадан! Отличная работа!	0	1615040835	0
2523394384279464085_6323132732	1521873159	Хорошего Рамадана! Удачи!	0	1615040841	0
2523394384279464085_6323132732	11106504559	@_algyt_ 🔥	0	1615040844	0
2523394384279464085_6323132732	4336607953	@nurlan_bazarbay Привет, брат✊🏼	2	1615040871	0
2523394384279464085_6323132732	4336607953	@uzbekbayeverlan все все братан	2	1615040888	0
2523394384279464085_6323132732	8709170259	Рамадан хорош !!!! Отличная работа. В школе ты был талантливым, образованным и воспитанным учеником. Вперед	0	1615040953	0
2523394384279464085_6323132732	8709170259	@zhedelbayev_ вперед	0	1615041025	0
2523394384279464085_6323132732	7943840369	Удачи в Рамадане!	0	1615041076	0
2523394384279464085_6323132732	10239510985	@_algyt_ ✊	0	1615041108	0
2523394384279464085_6323132732	3672925995	Удачи Рамадан	0	1615041246	0
2523394384279464085_6323132732	5507293800	@_algyt_ 🔥🔥	0	1615041310	0
2523394384279464085_6323132732	3702047378	@_algyt_ 🔥Главный приз мой 💪💪💪 удачи 👌	0	1615041443	0
2523394384279464085_6323132732	31142275823	Рамадан, удачи, ты сильный! 👏👏👏	0	1615041449	0
2523394384279464085_6323132732	1449620973	😍😍😍	0	1615041465	0
2523394384279464085_6323132732	1449620973	@_algyt_ саттилтик🙌😘😘😘😘😘😘😘😘	0	1615041490	0
2523394384279464085_6323132732	4473164565	Адиль 🔥🔥🔥	0	1615041787	0
2523394384279464085_6323132732	28140367129	@_zhumazhanai 🔥	0	1615041789	1
2523394384279464085_6323132732	5712126392	@_algyt_ удачи!	0	1615041807	0
2523394384279464085_6323132732	4473164565	Номер 5: Я считаю, что ты все делаешь 😎	0	1615041840	0
2523394384279464085_6323132732	46384801589	@zhedelbayev_ 😍😍😍	0	1615042573	0
2523394384279464085_6323132732	46384801589	@zhedelbayev_ Удачии🔥😍	0	1615042588	0
2523394384279464085_6323132732	8744048845	Тимур номер 1	0	1615042720	0
2523394384279464085_6323132732	7867440901	@_algyt_ отдельный брат их мучает	0	1615042725	0
2523394384279464085_6323132732	8744048845	😮😮😮Тимур 1 номер	0	1615042769	0
2523394384279464085_6323132732	8744048845	Ацшбаева Корни №1	0	1615042859	0
2523394384279464085_6323132732	8745489213	Нападающий Рамадан	0	1615043073	0
2523394384279464085_6323132732	2901640491	@_algyt_ 💪	0	1615043305	0
2523394384279464085_6323132732	3236516080	@zhedelbayev_ Sattilik !!!! 😍🔥👏	0	1615043350	1
2523394384279464085_6323132732	5563739519	@_algyt_ сомнения жоккой бауырым🔥	0	1615043794	0
2523394384279464085_6323132732	13147666533	@_zhumazhanai Удачи😍😍😍Ты не можешь проиграть✊Не останавливайся✊🔥	2	1615044408	0
2523394384279464085_6323132732	3190284702	@ akkozieva.02 спасибо если заказал	2	1615044518	0
2523394384279464085_6323132732	3190284702	@nurlybaeva_______ 🙌	2	1615044534	0
