id,created_time,message,story,comments
1849247698620787_2539524486259768,2020-03-14T13:26:40+0000,"Yessenov University Сіздерді ұлтымыздың мерейін өсіріп, бар болмысымызды айшықтайтын қасиетті Амал мерекесiмен құттықтайды!🌺
Бұл көктем мейрамы сізге және сіздің шаңырақтарыңызға денсаулық пен бақыт, татулық пен береке әкелсін! Барлық игілікті істер табыспен аяқталып, жемісті еңбектеріңіз тек қана қуаныш әкелсін! Ұлыс оң болсын, ақ мол болсын!
————
Yessenov University поздравляет Вас со священным праздником, который символизирует наше единство и процветание нашей нации — праздником Амал!🌺
Пусть этот весенний праздник принесет Вам и Вашим близким здоровье и счастье, согласие и благополучие! Пусть все благие дела завершатся успехом, и плодотворная работа принесет Вам только радость!

#yessenovuniversity #yuholidays",,
1849247698620787_2538644253014458,2020-03-13T09:47:04+0000,"5 наурыз күні Yessenov University студенттері арасында «YESSENOV ARÝY MEN SULTANY — 2020» байқауы өтті.👑
Іс-шарада 7 қыз және 7 жігіт өздерінің таланттары мен зияткерлік қабілеттерін көрсетті.
Қазылар алқасының бағалау қорытындысы бойынша:
YESSENOV ARÝY болып ҚАРЛЫҒАШ КУМУСБАЕВА атанды.👸🏻
YESSENOV SULTANY болып МАҒЖАН ЖУМАБАЙ жарияланды. 🤴🏻
1 ай бойына байқау қатысушылары кәсіби мамандармен жұмыс жасап, тәжірибе жинақтады. Қыз балалар дәстүрді дәріптей отыра қолөнермен айналысып, қайнаған ауыл шаруашылығымен танысып, сонымен қатар бет әрлеуден мастер-классқа қатысты. Ал жігіттер атқа мініп, бокстан сынға түсті. Онымен қоса қатысушыларымыз қайырымдылық шараларын ұйымдастырып, бір отбасыға көмек қолын созды.🌺
————
5 марта состоялся конкурс «YESSENOV ARÝY MEN SULTANY – 2020» среди студентов Yessenov University.👑
На мероприятии 7 девушек и 7 парней продемонстрировали свой талант и интеллектуальные способности.
По итогам оценок жюри:
YESSENOV ARÝY стала ҚАРЛЫҒАШ КУМУСБАЕВА. 👸🏻
YESSENOV SULTANY был объявлен МАҒЖАН ЖУМАБАЙ.🤴🏻 
В течение всего месяца участники конкурса работали с профессиональными специалистами и накопили опыт работы. Девочки занимались национальным ремеслом, познакомились с сельским хозяйством, прославляя традиции, а также принимали участие в мастер-классе по макияжу. А ребята ездили на лошадях и соревновались в боксу. Кроме того, участники организовали благотворительные мероприятия и оказали помощь одной семье.🌺
За поддержку в проведении мероприятия выражаем благодарность: 
Главному спонсору: @bikada_aktau
Официальным партнерам: @khanshahar.aktau  @veladamodels_aktau @mangystaumedia.kz
Официальным спонсорам: @mkslogistics.kz @akerke_clinic @akku_atelier @stella_atelier_aktau @moss.concept.store @oskar_laurina @anar_akma_studio @tynybekkokenov @qazaq_brand @bibarys_jewelry 
И другим спонсорам: @ornek_official @asem_andrei @aselsagi_atelier @medina_saktaganova_atelier @d_a_collection_ @bagila.atelier @zoloto_aktau_aiman @qazaqi_ @oligarch_aktau @kiiz.kz @tofu_aktau @buhara_aktau @zhanibek.foto @kulshekiz @makeup_tansholpan_studio
Великолепным ведущим: @a.tuzelbai @aliya.tv
https://youtu.be/X4jgbgEa0n0

#yessenovuniversity #yuaryysultany",,
1849247698620787_1085067278520596,2020-03-12T11:45:34+0000,ПРЯМОЙ ЭФИР С РЕКТОРОМ YU,Страница Yessenov University была в прямом эфире.,"{'data': [{'created_time': '2020-04-23T06:17:46+0000', 'message': 'Сессия дегенмго', 'id': '1085067278520596_1118436178517039'}, {'created_time': '2020-04-23T06:14:51+0000', 'message': 'Саламатсздарма', 'id': '1085067278520596_1118434928517164'}, {'created_time': '2020-04-23T06:17:44+0000', 'message': 'Эссе калай болады', 'id': '1085067278520596_1118436161850374'}], 'paging': {'cursors': {'before': 'MwZDZD', 'after': 'MQZDZD'}}}"
1849247698620787_2537869179758632,2020-03-12T09:40:10+0000,"Қазақстан Республикасының вице-премьер министрі Ералы Тоғжанов 16 наурыздан бастап ТжКБ ұйымдары мен жоғары оқу орындарын қашықтықтан оқытуға көшу жүзеге асырылатынын айтты.

Сондықтан, дүйсенбіден бастап Yessenov University студенттері қашықтықтан білім алады.
Кесте және бағалау жүйесі өзгеріссіз қалады.

Бүгін сағат 17: 00-де университет ректорының қатысуымен тікелей эфир өтеді. Эфир барысында Берік Бақытжанұлы осы жаңалық туралы толық ақпарат береді.
————
В своём обращении вице-премьер минстр Республики Казахстан Ералы Тугжанов сказал, что с 16 марта будет осуществлен переход на дистанционное обучение организаций ТиПО и вузов.

Поэтому с понедельника все студенты Yessenov University будут обучаться в дистанционном режиме.
Расписание и система оценивания останутся без изменений.

Сегодня в 17:00 пройдёт прямой эфир с участием ректора университета, где Берик Бакытжанович даст подробную информацию по этому поводу.",,
1849247698620787_2537024726509744,2020-03-11T06:34:05+0000,"Yessenov University көпсалалы колледжінің ұйымдастыруымен «Білім беру қызметінің тиімділігін арттырудың инновациялық әдістері, құралдары мен тәсілдері» атты халықаралық ғылыми-тәжірибелік конференция өтті. 
Университет, колледж және мектеп оқытушылары конференцияға өз баяндамаларымен қатысып, өздерінің тәжірибелерімен бөлісті. Конференция барысында екі бағыт бойынша үздік баяндамалар іріктеліп, қатысушылар диплом және сертификаттармен марапатталды.
————
Многопрофильным колледжем Yessenov University была организована и проведена международная научно-практическая конференция «Инновационные методы и средства повышения эффективности образовательной деятельности».
Участники конференции – преподаватели школ, колледжей и университетов, делились своим опытом и видением рассматриваемых вопросов.
В ходе конференции были выявлены два лучших доклада, по двум направлениям работы конференции, которые были отмечены дипломами. Участникам конференции были вручены сертификаты. 

#yessenovcollege #yessenovnews",,
1849247698620787_2536628546549362,2020-03-10T17:17:52+0000,"Yessenov University-де Әл-Фарабидің 1150 жылдық мерейтойын мерекелеу аясында «Қазақстан тарихы» кафедрасы ұйымдастырған «Ұлы ойшыл, ғұлама – Әл-Фарабидің даналық негіздері» атты апталықты «Мен таныған Әл-Фараби» атты тарихи тағылымдық іс-шарамен жұмысын жалғастырды.  
Әл-Фарабидің атақты «Қайырымды қала тұрғындарының көзқарасы» атты еңбегі бойынша студенттер театрландырылған композиция койды. 
«Мен таныған Әл-Фараби» атты іс-шара студенттерге ойшылдың  ғылым мен мәдениеттің, өнер мен музыканың  алтын қорына өлшеусіз үлес қосқанын көрсеткен тәрбиесі мен тағылымы мол маңызды шара болды. 
––––—
В рамках празднования 1150-летнего юбилея Аль-Фараби в Yessenov University стартовала недели «Ұлы ойшыл, ғұлама – Әл-Фарабидің даналық негіздері» организованная кафедрой «История Казахстана», и продолжилась мероприятием «Мен таныған Әл-Фараби».
Студенты подготовили театрализованную композицию по произведению Аль-Фараби «Қайырымды қала тұрғындарының көзқарасы».
Проведенная работа стала важным мероприятием для студентов, показав неоценимый вклад мыслителя в золотой фонд всемирной науки и культуры, искусства и музыки.

#yessenovuniversity #yessenovnews #ӘлФараби1150",,
1849247698620787_2536220003256883,2020-03-10T06:11:26+0000,"Құрметті Yessenov University студенттері! 
Көптен күткен кезекті #yuaryysultany іс-шарасының аяқталуына байланысты байқау өткізіледі❗
Басты шарттарымыз:
✅Осы іс-шарадан фото/бейнеролик жариялау;
✅Әсерлеріңіз туралы пост жазу;
✅Міндетті түрде #yuaryysultany хэштегін қою қажет. 
Жеңімпаздар керемет сыйлықтар алады🎁
Deadline: 16.03.2020📆
————————————————
Дорогие студенты Yessenov University! 
В связи с окончанием очередного долгожданного мероприятия #yuaryysultany мы решили провести конкурс❗
От вас лишь требуется:
✅Опубликовать фото/видео с данного мероприятия;
✅Написать отзыв в своём посте;
✅Обязательно поставить хэштег #yuaryysultany. 
Победители получат крутые подарки🎁
Deadline: 16.03.2020📆

#yessenovuniversity #yuaryysultany",,
1849247698620787_2535667499978800,2020-03-09T13:01:23+0000,"5 наурыз күні Yessenov University студенттері арасында «YESSENOV ARÝY MEN SULTANY — 2020» байқауы өтті.👑
Іс-шарада 7 қыз және 7 жігіт өздерінің таланттары мен зияткерлік қабілеттерін көрсетті.
Қазылар алқасының бағалау қорытындысы бойынша: 
YESSENOV ARÝY болып ҚАРЛЫҒАШ КУМУСБАЕВА @kumyssbaeva атанды👸🏻
YESSENOV SULTANY болып МАҒЖАН ЖУМАБАЙ @magzhan_zhumabay жарияланды🤴🏻
Іс-шараны өткізуге қолдау көрсеткені үшін:
Бас демеушімізге: @bikada_aktau
Ресми серіктестерімізге: @khanshahar.aktau @veladamodels_aktau @mangystaumedia.kz
Ресми демеушілерімізге: @mkslogistics.kz @akerke_clinic @akku_atelier @stella_atelier_aktau @moss.concept.store @oskar_laurina @anar_akma_studio @tynybekkokenov @qazaq_brand @bibarys_jewelry 
Басқа да демеушілерге: @ornek_official @asem_andrei @aselsagi_atelier @medina_saktaganova_atelier @d_a_collection_ @bagila.atelier @zoloto_aktau_aiman @qazaqi_ @oligarch_aktau @kiiz.kz @tofu_aktau @buhara_aktau @zhanibek.foto @kulshekiz @makeup_tansholpan_studio
Керемет жүргізушілерімізге:
@a.tuzelbai @aliya.tv
Алғыс білдіреміз.
————
5 марта состоялся конкурс «YESSENOV ARÝY MEN SULTANY – 2020» среди студентов Yessenov University.👑
На мероприятии 7 девушек и 7 парней продемонстрировали свой талант и интеллектуальные способности.
По итогам оценок жюри: 
YESSENOV ARÝY стала ҚАРЛЫҒАШ КУМУСБАЕВА @kumyssbaeva 👸🏻
YESSENOV SULTANY был объявлен МАҒЖАН ЖУМАБАЙ @magzhan_zhumabay 🤴🏻
За поддержку в проведении мероприятие выражаем благодарность: 
Главному спонсору: @bikada_aktau
Официальным партнерам: @khanshahar.aktau  @veladamodels_aktau @mangystaumedia.kz
Официальным спонсорам: @mkslogistics.kz @akerke_clinic @akku_atelier @stella_atelier_aktau @moss.concept.store @oskar_laurina @anar_akma_studio @tynybekkokenov @qazaq_brand @bibarys_jewelry 
И другим спонсорам: @ornek_official @asem_andrei @aselsagi_atelier @medina_saktaganova_atelier @d_a_collection_ @bagila.atelier @zoloto_aktau_aiman @qazaqi_ @oligarch_aktau @kiiz.kz @tofu_aktau @buhara_aktau @zhanibek.foto @kulshekiz @makeup_tansholpan_studio
Великолепным ведущим: @a.tuzelbai @aliya.tv

#yessenovuniversity #yuaryysultany #актау #казахстан #ару #султан @ Ресторан Хан Шахар",Yessenov University сейчас здесь: Ресторан Хан Шахар.,
1849247698620787_2534737490071801,2020-03-08T07:50:03+0000,"Құрметті Аналар, аяулы арулар!
Yessenov University Сіздерді ең әдемі және жарқын көктем мерекесі — 8 наурыз күнімен шын жүректен құттықтайды!🌷
Осы күні Сіздерге күлкі, тамаша мерекелік көңіл-күй, отбасылық бақыт, Сіздерге және Сіздердің жақындарыңызға денсаулық тілейміз!
Әрқашан сүйкімді және сүйікті болыңыз!
————
Дорогие Матери, милые девушки!
Yessenov University сердечно поздравляет Вас с самым красивым и светлым весенним праздником - днем 8 Марта!🌷
В этот весенний день желаем Вам улыбок, замечательного праздничного настроения, семейного счастья, благополучия, здоровья Вам и Вашим близким!
Будьте всегда обаятельными, женственными и любимыми!

#yessenovuniversity #yuholidays",,"{'data': [{'created_time': '2020-03-08T09:07:02+0000', 'message': 'Рахмет😍😘', 'id': '2534737490071801_2534775510067999'}, {'created_time': '2020-03-08T08:23:31+0000', 'message': 'Рахмет', 'id': '2534737490071801_2534755266736690'}], 'paging': {'cursors': {'before': 'MgZDZD', 'after': 'MQZDZD'}}}"
1849247698620787_2534369546775262,2020-03-07T18:52:12+0000,"5 наурыз күні Yessenov Arýy men Sultany байқауы өтті!👑
Осындай жоғары деңгейде іс-шараны өткізуге тамаша қолдау көрсеткен демеушілерімізге шын жүректен алғысымызды білдіреміз.✨
Сізбен әрі қарай жемісті ынтымақтастық болуын тілейміз!
————
5 марта состоялся конкурс Yessenov Arýy men Sultany!👑
Выражаем искреннюю благодарность нашим спонсорам, оказавшим великолепную поддержку в проведении мероприятия на таком высоком уровне.✨
Надеемся на дальнейшее плодотвордное сотрудничество с вами!
Бас демеуші:
🌷@bikada_aktau
Ресми серіктестер:
🌹@khanshahar.aktau
🌹@veladamodels_aktau
🌹@mangystaumedia.kz
Ресми демеушілер:
🌺@mkslogistics.kz
🌺@akerke_clinic
🌺@akku_atelier
🌺@stella_atelier_aktau
🌺@moss.concept.store
🌺@oskar_laurina
🌺@anar_akma_studio
🌺@tynybekkokenov
🌺@qazaq_brand
🌺@bibarys_jewelry 
Демеушілер:
🌼@ornek_official
🌼@asem_andrei
🌼@aselsagi_atelier
🌼@medina_saktaganova_atelier
🌼@d_a_collection_
🌼@bagila.atelier
🌼@zoloto_aktau_aiman
🌼@qazaqi_
🌼@oligarch_aktau
🌼@kiiz.kz
🌼@tofu_aktau
🌼@buhara_aktau
🌼@zhanibek.foto
🌼@kulshekiz
🌼@makeup_tansholpan_studio
Жүргізушілер:
@a.tuzelbai @aliya.tv
#yessenovuniversity #yuaryysultany #ару #сұлтан
https://youtu.be/aiFXfanopOw
#yessenovuniversity #yuaryysultany #ару #сұлтан",,
1849247698620787_2532303773648506,2020-03-05T03:58:10+0000,"Yessenov University-де қазақ халқының ұлы ақыны, ағартушысы,ойшылы, саясаткер, жазба әдебиеттің негізін қалаушы ұлы Абай Құнанбайұлының туғанына  175 жылдығына арналған «Абай мұрасы және қазіргі өркениет» атты Абай күндерін өткізудің ашылу салтанаты болды.
«Қазақ филологиясы» кафедрасының меңгерушісі, ф.ғ.к., доцент  А.Н.Отарова кіріспе сөзінде ұлы тұлғаның рухани, даналық мұрасының мәңгіліктігін, философиясының мәні болып табылатын толық адам ілімінің жастардың адами жоғары қасиеттерді қалыптастырып, білімге, ғылымға ұмтылудың қазіргі жаһандану жағдайында аса қажеттілігіне жан-жақты тоқталды.
Ашылу салтанатында одан әрі мамандықтың өнерлі студенттердің орындауында ұлы Абай поэзиясынан, қарасөздерінен үзінділер оқылып, әндері шырқалды. 
————
В Yessenov University состоялось открытие недели «Наследие Абая и современная цивилизация», посвященное 175-  летию со дня рождения великого поэта, просветителя,мыслителя, политика, основателя письменной литературы Абая Кунанбаева.
Заведующая кафедрой ""Казахская филология"", к. ф.н., доцент А. Н. Отарова во вступительном слове отметила вечность духовного, мудрого наследия великого человека, необходимость формирования у молодежи высоких человеческих качеств, стремления к знаниям, науке в условиях современной глобализации.
На церемонии открытия были прочитаны отрывки из поэзии великого Абая, а также были исполнены его песни.
#yessenovuniversity #yessenovnews #абай175жыл",,"{'data': [{'created_time': '2020-03-05T16:19:10+0000', 'message': 'Екінші тілдегісін кім үшін жазып (жариялап) отырсыз?', 'id': '2532303773648506_2532691723609711'}], 'paging': {'cursors': {'before': 'MQZDZD', 'after': 'MQZDZD'}}}"
1849247698620787_2531683207043896,2020-03-04T09:31:48+0000,"Көктемнің БАСТЫ шарасын өткізіп алма!💥
5 наурыз күні сағат 18:00-де ""Хан Шахар"" салтанат сарайында барлығы асыға күткен шара өтеді! 
Өз фаворитыңды қолдауға кел!👑
Ресми серіктестер:
🌹@khanshahar.aktau
🌹@veladamodels_aktau
Бас демеуші:
🌷@bikada_aktau
Ресми демеушілер:
🌺@mkslogistics.kz 
🌺@akerke_clinic 
🌺@akku_atelier
🌺@stella_atelier_aktau 
🌺@moss.concept.store 
🌺@oskar_laurina 
🌺@anar_akma_studio
🌺@tynybekkokenov 
🌺@qazaq_brand
🌺@bibarys_jewelry 
Демеушілер:
🌼@ornek_official
🌼@asem_andrei
🌼@aselsagi_atelier
🌼@medina_saktaganova_atelier
🌼@d_a_collection_
🌼@bagila.atelier
🌼@zoloto_aktau_aiman
🌼@qazaqi_
🌼@oligarch_aktau
🌼@kiiz.kz
🌼@tofu_aktau 
🌼@buhara_aktau
🌼@zhanibek.foto 
🌼@kulshekiz 
🌼@mangystaumedia.kz
🌼@makeup_tansholpan_studio
Жүргізушілер:
@a.tuzelbai @aliya.tv
#yessenovuniversity #yuaryysultany #ару #сұлтан
https://youtu.be/wCrMjP1lqcg",,"{'data': [{'created_time': '2020-03-04T14:16:58+0000', 'message': 'Керемет шара екен 👍👍👍', 'id': '2531683207043896_2531849103693973'}], 'paging': {'cursors': {'before': 'MQZDZD', 'after': 'MQZDZD'}}}"
1849247698620787_2531197203759163,2020-03-03T17:31:48+0000,"Бұл жолы жігіттер өздерінің төзімділігі мен дайындығының деңгейін көрсетті.💪
Yessenov University спорт кешенінде олар бокспен айналысты.🥊
Сұлтандарымыздың жаттықтырушысы бокстан халықаралық дәрежедегі спорт шебері Әлжанов Ерік Мәлікұлы @alzhanov91 болды.
Ал сен жігіттердің қайсысын қолдайсың?🤴
—————
В этот раз парни проявили свою выносливость и уровень физической подготовки!💪
В спортивном комплексе Yessenov University ребята занялись тренировкой по боксу.🥊
Их тренером стал мастер спорта международного класса по боксу Альжанов Ерик Маликович @alzhanov91.
А за кого из парней будешь болеть ты?🤴

#yessenovuniversity #yuaryysultany 
https://youtu.be/CYgg_F1W3nA",,
1849247698620787_2531193370426213,2020-03-03T17:24:11+0000,"Келесі кезең — makeup!💄
@anar_akma_studio студиясы біздің қыздарымызға базалық мейкап-курсты оқуға тамаша мүмкіндік берді.
Видеоға өз бағаңды бер⤵️
—————
Следующий этап — makeup💄
Студия @anar_akma_studio предоставила нашим девушкам прекрасную возможность пройти обучение базового мейкап-курса.
Оцени видео в комментариях⤵️
#yessenovuniversity #yuaryysultany 
https://youtu.be/a5mJIxgKMV8",,
1849247698620787_2530394383839445,2020-03-02T16:31:06+0000,"Мектеп оқушылар мен колледж студенттері назарына❗
«Caspian Startup 2020» – креативті жастардың стартап жобаларына арналған дәстүрлі байқауының жаңа маусымы жарияланды.
Байқау ұйымдастырушылары: Ақтау қаласындағы Назарбаев Зияткерлік мектебі және Yessenov University.🏢
Байқауға 7-11 сынып мектеп оқушылары және колледж студенттері қатыса алады.
Байқау барысында IT, Туризм, Агробизнес, Әлеуметтік жобалар, Ғылым және технология саласындағы жобалар қабылданады.
Байқау кезеңдері:
✨Онлайн тіркелу – 31 наурызға дейін www.caspianstartup.kz сайтында
✨Іріктеу кезеңі – 15 сәуір 2020 ж. Ақтау қаласындағы Назарбаев Зияткерлік мектебінде
✨Финал  – 18 сәуір 2020ж. Yessenov University қабырғасында
Байқаудың жалпы жүлде қоры: 2000 000 теңге және Yessenov University Білім гранттары.
Өлкеде үшінші рет ұйымдастырылып отырған байқауға «Mediana.kz» ІТ-компаниясы, Маңғыстау облыстық білім басқармасы, «Astana Hub» Халықаралық IT-стартаптар технопаркі,  «Атамекен» кәсіпкерлер палатасы қолдау білдіруде. 
Байқауға қатысу тегін!
Барлық сұрақтар бойынша: +7 778 999 16 22. 
————
Вниманию учащихся школ и студентов колледжей❗
Объявлен новый сезон традиционного Конкурса стартап проектов креативной молодёжи - «Caspian Startup 2020».
Организаторы конкурса: Назарбаев Интеллектуальная школа города Актау и Yessenov University.🏢
В конкурсе могут участвовать учащиеся 7-11 классов и студенты колледжа.
Проекты принимаются по следующим направлениям: IT, Туризм, Агробизнес, Социальные проекты, Наука и технология.
Этапы конкурса:
✨Онлайн регистрация – до 31 марта 2020 г. на сайте www.caspianstartup.kz
✨Отборочный этап - 15 апреля 2020 г., Назарбаев Интеллектуальная школа города Актау.
✨Финал - 18 апреля 2020 г.,Yessenov University.
Призовой фонд Конкурса составляет 2 000 000 тенге, а также образовательные гранты Yessenov University.
Партнеры конкурса: IТ-компания «Mediana.kz», Управления Образования Мангистауской области, Международный технопарк IT-стартапов «Astana Hub», Палата предпринимателей «Атамекен».
Участие в конкурсе бесплатное!
Информация о работе конкурса: +7 778 999 16 22 (ИМЯ)
Электронная почта: project@caspianstartup.kz, caspianstartupkz@gmail.com @ Yessenov University",,
1849247698620787_2529583673920516,2020-03-01T14:39:42+0000,"Құрметті достар, әріптестер, шын жүректен 1 Наурыз – Алғыс айту күнімен құттықтаймыз!🙏
Барлығыңызға белсенді азаматтық ұстанымыңыз үшін, Отанға деген шексіз сүйіспеншілігіңіз үшін, туған өлкемізді көркейтудегі елеулі еңбегіңіз үшін алғыс айтамыз!🌞
Шаңырақтарыңызға шаттық, бақыт және амандық-саулық тілейміз!
—————
Уважаемые друзья, коллеги, от всей души поздравляем с 1 марта – Днем благодарности!🙏
Благодарим всех за активную гражданскую позицию, за безграничную любовь к Родине, за значительный вклад в развитие родного края!🌞
Желаем вам радости, счастья и благополучия!
#yessenovuniversity #yuholidays",,
1849247698620787_2529020257310191,2020-02-29T19:28:20+0000,"Yessenov University-де «Қазақстан тарихы» кафедрасының ұйымдастыруымен «Ұлы ойшыл, ғұлама – Әл-Фарабидің даналық негіздері» атты Апталық салтанатты түрде ашылды.
Апталық әл-Фарабидің 1150 жылдық мерейтойын мерекелеу аясында өткізіледі. 
Апталыққа Университеттің профессорлық-оқытушылық құрамы және  студенттер белсене қатысты. «Ұлы ойшыл, ғұлама-Әл Фарабидің даналық негіздері» атты Апталық өз кезегінде ізденуші студенттердің ғылыми жұмыстармен айналысуына бағыт беріп, ой салатын маңызды шара болды.
–––––
В Yessenov University прошло торжественное открытие Недели «Основы мудрости великого мыслителя и гения – Аль-Фараби», организованное кафедрой «История Казахстана». Неделя проводится в рамках празднования 1150-летия Аль-Фараби. 
Важность мероприятия заключается в том, что оно расширяет кругозор обучающихся и дает толчок для углубленного изучения жизни аль-Фараби, ведет их к исследовательскому поиску интересных и важных страниц в творчестве великого ученого. 
#yessenovuniversity #yessenovnews #әлфараби1150",,"{'data': [{'created_time': '2020-02-29T19:57:34+0000', 'message': 'Сәттілік ✌️👍', 'id': '2529020257310191_2529036320641918'}], 'paging': {'cursors': {'before': 'MQZDZD', 'after': 'MQZDZD'}}}"
1849247698620787_2528921513986732,2020-02-29T16:50:28+0000,"Біздің керемет қатысушылар фотосессияда өздерін көрсетті!💥
Берілген орын мен әдемі суреттер үшін: @timofey.kz алғыс білдіреміз!📸
Киім мен әшекейлер үшін: @qazaqi_, @tynybekkokenov, @moss.concept.store, @stella_atelier_aktau, @aselsagi_atelier алғыс білдіреміз!👗📿
——————
Наши очаровательные участники показали себя во всей красе на фотосессии!💥
За предоставленную локацию и прекрасные фотографии благодарим: @timofey.kz 📸
За предоставленную одежду и украшения: @qazaqi_, @tynybekkokenov, @moss.concept.store, @stella_atelier_aktau, @aselsagi_atelier👗📿

#yessenovuniversity #yuaryysultany
https://youtu.be/ZjlwNdIXzoM",,
1849247698620787_2528223850723165,2020-02-28T18:23:22+0000,"Біздің сұлтандарымыз бен аруларымыздың физикалық дайындық деңгейін тексеруге Ақтаудығы үздік фитнес-клуб @batyr_fitness_club_technogym көмектесті.🏋🏻
————
Проверить уровень физической подготовки наших красавцев и красавиц нам помог лучший фитнес-клуб Актау — @batyr_fitness_club_technogym .🏋🏻
#yessenovuniversity #yuaryysultany
https://youtu.be/jGvEBzfIDWs",,"{'data': [{'created_time': '2020-02-28T18:27:38+0000', 'message': 'Всем удачи! Особенно студентам факультета «Базовый»!😁', 'id': '2528223850723165_2528226130722937'}], 'paging': {'cursors': {'before': 'MQZDZD', 'after': 'MQZDZD'}}}"
1849247698620787_2528195964059287,2020-02-28T17:37:18+0000,"Yessenov Arýy men Sultany келесі кезеңі☀️
Біздің қыздар тағы бір шеберлікттерін көрсетіп, түйелерді сауды.🐫
—————
Следующий этап Yessenov Arýy men Sultany☀️
Теперь наши девушки продемонстрировали ещё одно умение — подоили верблюдов.🐫
#yessenovuniversity #yuaryysultany 
https://youtu.be/IsJt0BwMOxU",,"{'data': [{'created_time': '2020-03-01T17:24:16+0000', 'message': 'Гулимай АманиязоваБота ЖакаеваГүлжанат Шаңбас (Гулжанат Шанбас)Есенов аруы мен сұлтаны қатысушыларына сәттілік тілеймін. Аруларға түйе саудырғаны құба-құп болған екен. Қазіргі кезде қала түгілі ауылда тұратын қыздарымыздың өзі түйе, сиыр сауып білмейді. Қазақта ""Үйрен де жирен"",-деген мақал бар, әрбір қазақ қызы түйені де, сиырды да, ешкіні де сауып білу керек. Мен видеоны көріп, өзімнің бала кезімде 5-9 - сынып аралығында ауылда жасаған жұмыстарым есіме түсіп керемет күйде отырмын, атап айтсам 7-сыныпта анама алашаның жібін құрғызып алаша тоқығаным, жүн иіріп түрлі киімдер тоқығаным, анаммен, көрші-көлеммен текемет басқанымыз, түйені күзеп, қойды қырыққанымыз, қи аударып, жүн сабап, Ұршық иіріп, түйе, сиыр, ешкі сауғанымыз тб. Қандай қазақы тәрбие, салт-дәстүрімізді ұмытпауға бірден-бір себеп деуге болады. Осы жұмыстармен бірге сабақты кілең 5-ке оқыппын деп мақтанып кетейін😊. Мұның бәрін артымнан ерген сіңлілеріме, студенттеріме сабақ болсын деп жазып отырмын. #Ауылымды сағындым 😘😘😘.', 'id': '2528195964059287_2529693607242856'}, {'created_time': '2020-02-29T15:11:08+0000', 'message': 'Барлық қатысушыларға сәттілік!', 'id': '2528195964059287_2528860320659518'}], 'paging': {'cursors': {'before': 'MgZDZD', 'after': 'MQZDZD'}}}"
1849247698620787_2528191344059749,2020-02-28T17:28:57+0000,"Міне, жаңа бейнеролик те шықты! 
Біздің сегіз қырлы бір сырлы жігіттер мен ару қыздарымыз өздерінің атқа міну шеберліктерін көрсетті!🏇
——––
А вот и новое видео! 
Наши умелые парни и девушки показали свои навыки верховой езды!🏇
#yessenovuniversity #yuaryysultany
https://youtu.be/inosz4hj6jk",,"{'data': [{'created_time': '2020-03-01T17:35:58+0000', 'message': 'Гулимай АманиязоваАйгул ГусмановаШара ДжумагазиеваЖігіттің сұлтаны байқауына қатысушы студенттерге сәттілік. Осы орайда қазақтың салт-дәстүрі есіме түсіп жатыр. ""Бала тәрбиесіне байланысты салт-дәстүрдің бірі — 3-4 жасқа келген ұл баланы атқа мінгізу. Алдымен ағаштан ашамай-ер жасалған. Оның қолтырмаш — баланың белін буатын жұмсақ белбауы және тепкішек — баланың аяғын салатын, үзеңгі орнында жүретін дорбасы болған. Осыған орай:\n— Мықтап тарт ашамайдың қолтырмашын,\nЖас болса, жол үстінде болдырмасын, — деген тілек айтылған. Ашамай-ердің алды-арты биік сүйеніші болған. Осыны жуас құнанға ерттеп, баланы мінгізіп байлап қойған. Тізгінді балаға ұстатып, бір адам құланды жетектеп жүретін. Осыдан кейін ауылды айналдыра жүргізіп, жиналып тұрған үлкендерге сәлем бергізетін. Қариялар: — Атқа жақсы шаба біл,\nӨнеге-өнер таба біл,\nАймағыңа жаға біл! — деп тілек-бата берген. Әйелдер баланың атқа міну құрметіне шашу шашқан. Ересек балалар таймен жарысып, бірімен-бірі күресіп, түрлі ойындар ойнаған. Үлкендер ет жеп, қымыз ішіп, бата беріп тараған."" Осындай салтымызды ұмытпай байқауға қосып отырған Есенов университетінің ұйымдастырушыларына мың алғыс!!!', 'id': '2528191344059749_2529699963908887'}, {'created_time': '2020-02-29T15:12:16+0000', 'message': 'Жігіттің сұлтаны-Yessenov Sultany сәттілік серік болсын!', 'id': '2528191344059749_2528861427326074'}], 'paging': {'cursors': {'before': 'MgZDZD', 'after': 'MQZDZD'}}}"
